"SubscriptionShippingID","SubscriptionID","ShippingMethodName","ShippingCost","ShippingTax"
"104060","56677","Verzendkosten","3.99","0.00"
"104061","56763","Verzendkosten","3.99","0.00"
"73116","56767","GRATIS","0.00","0.00"
"104062","56831","Verzendkosten","3.99","0.00"
"73278","56849","GRATIS","0.00","0.00"
"104063","56851","Verzendkosten","3.99","0.00"
"104064","56857","Verzendkosten","3.99","0.00"
"104065","56888","Verzendkosten","3.99","0.00"
"104066","56896","Verzendkosten","3.99","0.00"
"73384","56901","GRATIS","0.00","0.00"
"104067","56918","Verzendkosten","3.99","0.00"
"73528","56972","GRATIS","0.00","0.00"
"104068","57033","Verzendkosten","3.99","0.00"
"104069","57037","Verzendkosten","3.99","0.00"
"104070","57104","Verzendkosten","3.99","0.00"
"104071","57117","Verzendkosten","3.99","0.00"
"73914","57428","GRATIS","0.00","0.00"
"104072","57430","Verzendkosten","3.99","0.00"
"104073","57468","Verzendkosten","3.99","0.00"
"74033","57488","GRATIS","0.00","0.00"
"104074","57492","Verzendkosten","3.99","0.00"
"74079","57540","GRATIS","0.00","0.00"
"104075","57617","Verzendkosten","3.99","0.00"
"74252","57680","GRATIS","0.00","0.00"
"104076","57683","Verzendkosten","3.99","0.00"
"74266","57687","GRATIS","0.00","0.00"
"74339","57726","GRATIS","0.00","0.00"
"104077","57732","Verzendkosten","3.99","0.00"
"74356","57734","GRATIS","0.00","0.00"
"104078","57755","Verzendkosten","3.99","0.00"
"74405","57760","GRATIS","0.00","0.00"
"74441","57779","GRATIS","0.00","0.00"
"104079","57793","Verzendkosten","3.99","0.00"
"104080","57808","Verzendkosten","3.99","0.00"
"74512","57815","GRATIS","0.00","0.00"
"74542","57830","GRATIS","0.00","0.00"
"104081","57869","Verzendkosten","3.99","0.00"
"104082","57875","Verzendkosten","3.99","0.00"
"104083","57899","Verzendkosten","3.99","0.00"
"104084","57907","Verzendkosten","3.99","0.00"
"74902","58008","GRATIS","0.00","0.00"
"74920","58026","GRATIS","0.00","0.00"
"104085","58028","Verzendkosten","3.99","0.00"
"74929","58030","GRATIS","0.00","0.00"
"104086","58036","Verzendkosten","3.99","0.00"
"104087","58098","Verzendkosten","3.99","0.00"
"104088","58119","Verzendkosten","3.99","0.00"
"75050","58136","GRATIS","0.00","0.00"
"75080","58152","GRATIS","0.00","0.00"
"75091","58157","GRATIS","0.00","0.00"
"75134","58177","GRATIS","0.00","0.00"
"75152","58185","GRATIS","0.00","0.00"
"75202","58209","GRATIS","0.00","0.00"
"75208","58211","GRATIS","0.00","0.00"
"75230","58223","GRATIS","0.00","0.00"
"104089","58231","Verzendkosten","3.99","0.00"
"75255","58235","GRATIS","0.00","0.00"
"104090","58291","Verzendkosten","3.99","0.00"
"75357","58293","GRATIS","0.00","0.00"
"104091","58325","Verzendkosten","3.99","0.00"
"104092","58338","Verzendkosten","3.99","0.00"
"104093","58358","Verzendkosten","3.99","0.00"
"75538","58373","GRATIS","0.00","0.00"
"104094","58388","Verzendkosten","3.99","0.00"
"104095","58509","Verzendkosten","3.99","0.00"
"104096","58536","Verzendkosten","3.99","0.00"
"75765","58546","GRATIS","0.00","0.00"
"75804","58564","GRATIS","0.00","0.00"
"104097","58577","Verzendkosten","3.99","0.00"
"75839","58584","GRATIS","0.00","0.00"
"104098","58610","Verzendkosten","3.99","0.00"
"104099","58632","Verzendkosten","3.99","0.00"
"75922","58676","GRATIS","0.00","0.00"
"104100","58681","Verzendkosten","3.99","0.00"
"75938","58684","GRATIS","0.00","0.00"
"76008","58754","GRATIS","0.00","0.00"
"104101","58761","Verzendkosten","3.99","0.00"
"104102","58770","Verzendkosten","3.99","0.00"
"76039","58773","GRATIS","0.00","0.00"
"76137","58816","GRATIS","0.00","0.00"
"76142","58818","GRATIS","0.00","0.00"
"104103","58835","Verzendkosten","3.99","0.00"
"104104","58842","Verzendkosten","3.99","0.00"
"104105","58873","Verzendkosten","3.99","0.00"
"104106","58878","Verzendkosten","3.99","0.00"
"104107","58887","Verzendkosten","3.99","0.00"
"104108","58914","Verzendkosten","3.99","0.00"
"104109","58980","Verzendkosten","3.99","0.00"
"104110","58982","Verzendkosten","3.99","0.00"
"104111","59011","Verzendkosten","3.99","0.00"
"76633","59041","GRATIS","0.00","0.00"
"104112","59067","Verzendkosten","3.99","0.00"
"76711","59073","GRATIS","0.00","0.00"
"104113","59076","Verzendkosten","3.99","0.00"
"76725","59079","GRATIS","0.00","0.00"
"104114","59085","Verzendkosten","3.99","0.00"
"76787","59102","GRATIS","0.00","0.00"
"104115","59109","Verzendkosten","3.99","0.00"
"104116","59111","Verzendkosten","3.99","0.00"
"76812","59113","GRATIS","0.00","0.00"
"104117","59122","Verzendkosten","3.99","0.00"
"104118","59125","Verzendkosten","3.99","0.00"
"104119","59131","Verzendkosten","3.99","0.00"
"76859","59133","GRATIS","0.00","0.00"
"104120","59152","Verzendkosten","3.99","0.00"
"104121","59155","Verzendkosten","3.99","0.00"
"76944","59167","GRATIS","0.00","0.00"
"76946","59168","GRATIS","0.00","0.00"
"76953","59170","GRATIS","0.00","0.00"
"104122","59177","Verzendkosten","3.99","0.00"
"104123","59214","Verzendkosten","3.99","0.00"
"104124","59226","Verzendkosten","3.99","0.00"
"77079","59230","GRATIS","0.00","0.00"
"104125","59250","Verzendkosten","3.99","0.00"
"104126","59261","Verzendkosten","3.99","0.00"
"104127","59279","Verzendkosten","3.99","0.00"
"77199","59287","GRATIS","0.00","0.00"
"104128","59289","Verzendkosten","3.99","0.00"
"77227","59298","GRATIS","0.00","0.00"
"77231","59300","GRATIS","0.00","0.00"
"104129","59342","Verzendkosten","3.99","0.00"
"104130","59368","Verzendkosten","3.99","0.00"
"77381","59371","GRATIS","0.00","0.00"
"104131","59373","Verzendkosten","3.99","0.00"
"104132","59379","Verzendkosten","3.99","0.00"
"104133","59384","Verzendkosten","3.99","0.00"
"77452","59401","GRATIS","0.00","0.00"
"77503","59425","GRATIS","0.00","0.00"
"104134","59445","Verzendkosten","3.99","0.00"
"77557","59449","GRATIS","0.00","0.00"
"77562","59452","GRATIS","0.00","0.00"
"104135","59459","Verzendkosten","3.99","0.00"
"77582","59462","GRATIS","0.00","0.00"
"104136","59478","Verzendkosten","3.99","0.00"
"77623","59480","GRATIS","0.00","0.00"
"77633","59484","GRATIS","0.00","0.00"
"104137","59487","Verzendkosten","3.99","0.00"
"104138","59490","Verzendkosten","3.99","0.00"
"104139","59513","Verzendkosten","3.99","0.00"
"104140","59517","Verzendkosten","3.99","0.00"
"104141","59523","Verzendkosten","3.99","0.00"
"104142","59532","Verzendkosten","3.99","0.00"
"104143","59534","Verzendkosten","3.99","0.00"
"104144","59536","Verzendkosten","3.99","0.00"
"104145","59648","Verzendkosten","3.99","0.00"
"77870","59688","GRATIS","0.00","0.00"
"104146","59690","Verzendkosten","3.99","0.00"
"104147","59801","Verzendkosten","3.99","0.00"
"78089","59866","GRATIS","0.00","0.00"
"78216","59922","GRATIS","0.00","0.00"
"78220","59924","GRATIS","0.00","0.00"
"78240","59934","GRATIS","0.00","0.00"
"104148","59936","Verzendkosten","3.99","0.00"
"78261","59940","GRATIS","0.00","0.00"
"78283","59948","GRATIS","0.00","0.00"
"78289","59951","GRATIS","0.00","0.00"
"78310","59959","GRATIS","0.00","0.00"
"78317","59961","GRATIS","0.00","0.00"
"78340","59969","GRATIS","0.00","0.00"
"104149","59971","Verzendkosten","3.99","0.00"
"104150","59974","Verzendkosten","3.99","0.00"
"78360","59977","GRATIS","0.00","0.00"
"78447","60013","GRATIS","0.00","0.00"
"104151","60015","Verzendkosten","3.99","0.00"
"104152","60022","Verzendkosten","3.99","0.00"
"104154","60031","Verzendkosten","3.99","0.00"
"104155","60051","Verzendkosten","3.99","0.00"
"104156","60090","Verzendkosten","3.99","0.00"
"78680","60112","GRATIS","0.00","0.00"
"78704","60122","GRATIS","0.00","0.00"
"78772","60157","GRATIS","0.00","0.00"
"78807","60174","GRATIS","0.00","0.00"
"104157","60188","Verzendkosten","3.99","0.00"
"104158","60208","Verzendkosten","3.99","0.00"
"104159","60211","Verzendkosten","3.99","0.00"
"104160","60218","Verzendkosten","3.99","0.00"
"78951","60243","GRATIS","0.00","0.00"
"78957","60247","GRATIS","0.00","0.00"
"104161","60250","Verzendkosten","3.99","0.00"
"104162","60252","Verzendkosten","3.99","0.00"
"104163","60304","Verzendkosten","3.99","0.00"
"104164","60308","Verzendkosten","3.99","0.00"
"104165","60371","Verzendkosten","3.99","0.00"
"104166","60375","Verzendkosten","3.99","0.00"
"79285","60398","GRATIS","0.00","0.00"
"104167","60400","Verzendkosten","3.99","0.00"
"104168","60449","Verzendkosten","3.99","0.00"
"104169","60472","Verzendkosten","3.99","0.00"
"79468","60499","GRATIS","0.00","0.00"
"104170","60506","Verzendkosten","3.99","0.00"
"104171","60518","Verzendkosten","3.99","0.00"
"104172","60522","Verzendkosten","3.99","0.00"
"79571","60545","GRATIS","0.00","0.00"
"79614","60563","GRATIS","0.00","0.00"
"104173","60572","Verzendkosten","3.99","0.00"
"104174","60592","Verzendkosten","3.99","0.00"
"79711","60604","GRATIS","0.00","0.00"
"104175","60631","Verzendkosten","3.99","0.00"
"104176","60633","Verzendkosten","3.99","0.00"
"79776","60635","GRATIS","0.00","0.00"
"79782","60638","GRATIS","0.00","0.00"
"79840","60663","GRATIS","0.00","0.00"
"104177","60675","Verzendkosten","3.99","0.00"
"79911","60695","GRATIS","0.00","0.00"
"101642","60695","Verzendkosten","3.99","0.00"
"80022","60749","GRATIS","0.00","0.00"
"80089","60774","GRATIS","0.00","0.00"
"104179","60810","Verzendkosten","3.99","0.00"
"80194","60826","GRATIS","0.00","0.00"
"104180","60843","Verzendkosten","3.99","0.00"
"104181","60872","Verzendkosten","3.99","0.00"
"80346","60892","GRATIS","0.00","0.00"
"80350","60894","GRATIS","0.00","0.00"
"80378","60909","GRATIS","0.00","0.00"
"104182","60913","Verzendkosten","3.99","0.00"
"80436","60936","GRATIS","0.00","0.00"
"80462","60948","GRATIS","0.00","0.00"
"80507","60984","GRATIS","0.00","0.00"
"80526","60991","GRATIS","0.00","0.00"
"104183","61006","Verzendkosten","3.99","0.00"
"80575","61013","GRATIS","0.00","0.00"
"80587","61017","GRATIS","0.00","0.00"
"104184","61022","Verzendkosten","3.99","0.00"
"80612","61029","GRATIS","0.00","0.00"
"80748","61091","GRATIS","0.00","0.00"
"80811","61128","GRATIS","0.00","0.00"
"104185","61130","Verzendkosten","3.99","0.00"
"80823","61133","GRATIS","0.00","0.00"
"104186","61151","Verzendkosten","3.99","0.00"
"80898","61173","GRATIS","0.00","0.00"
"104187","61192","Verzendkosten","3.99","0.00"
"80953","61194","GRATIS","0.00","0.00"
"81048","61237","GRATIS","0.00","0.00"
"81078","61251","GRATIS","0.00","0.00"
"81082","61253","GRATIS","0.00","0.00"
"81143","61285","GRATIS","0.00","0.00"
"81149","61290","GRATIS","0.00","0.00"
"81153","61292","GRATIS","0.00","0.00"
"81171","61299","GRATIS","0.00","0.00"
"104188","61324","Verzendkosten","3.99","0.00"
"81242","61342","GRATIS","0.00","0.00"
"104189","61354","Verzendkosten","3.99","0.00"
"81276","61359","GRATIS","0.00","0.00"
"104190","61371","Verzendkosten","3.99","0.00"
"104191","61373","Verzendkosten","3.99","0.00"
"81334","61386","GRATIS","0.00","0.00"
"81378","61406","GRATIS","0.00","0.00"
"81398","61411","GRATIS","0.00","0.00"
"81435","61427","GRATIS","0.00","0.00"
"104192","61434","Verzendkosten","3.99","0.00"
"104193","61439","Verzendkosten","3.99","0.00"
"81468","61441","GRATIS","0.00","0.00"
"104194","61455","Verzendkosten","3.99","0.00"
"104195","61461","Verzendkosten","3.99","0.00"
"81546","61475","GRATIS","0.00","0.00"
"81576","61491","GRATIS","0.00","0.00"
"104196","61494","Verzendkosten","3.99","0.00"
"81621","61518","GRATIS","0.00","0.00"
"104197","61556","Verzendkosten","3.99","0.00"
"104198","61559","Verzendkosten","3.99","0.00"
"104199","61561","Verzendkosten","3.99","0.00"
"81725","61572","GRATIS","0.00","0.00"
"81751","61645","GRATIS","0.00","0.00"
"104200","61804","Verzendkosten","3.99","0.00"
"104201","61815","Verzendkosten","3.99","0.00"
"104202","61871","Verzendkosten","3.99","0.00"
"104203","61873","Verzendkosten","3.99","0.00"
"104204","61894","Verzendkosten","3.99","0.00"
"104205","61929","Verzendkosten","3.99","0.00"
"82437","61935","GRATIS","0.00","0.00"
"104206","62021","Verzendkosten","3.99","0.00"
"104207","62034","Verzendkosten","3.99","0.00"
"82756","62092","GRATIS","0.00","0.00"
"82761","62094","GRATIS","0.00","0.00"
"82791","62113","GRATIS","0.00","0.00"
"104208","62124","Verzendkosten","3.99","0.00"
"104209","62134","Verzendkosten","3.99","0.00"
"82845","62142","GRATIS","0.00","0.00"
"104210","62144","Verzendkosten","3.99","0.00"
"104211","62174","Verzendkosten","3.99","0.00"
"104212","62176","Verzendkosten","3.99","0.00"
"83074","62247","GRATIS","0.00","0.00"
"104213","62252","Verzendkosten","3.99","0.00"
"104214","62268","Verzendkosten","3.99","0.00"
"104215","62270","Verzendkosten","3.99","0.00"
"104216","62276","Verzendkosten","3.99","0.00"
"104217","62297","Verzendkosten","3.99","0.00"
"104218","62309","Verzendkosten","3.99","0.00"
"104219","62312","Verzendkosten","3.99","0.00"
"83306","62353","GRATIS","0.00","0.00"
"104220","62362","Verzendkosten","3.99","0.00"
"104221","62371","Verzendkosten","3.99","0.00"
"104222","62373","Verzendkosten","3.99","0.00"
"104223","62476","Verzendkosten","3.99","0.00"
"104224","62509","Verzendkosten","3.99","0.00"
"104225","62554","Verzendkosten","3.99","0.00"
"83766","62574","GRATIS","0.00","0.00"
"83842","62648","GRATIS","0.00","0.00"
"104226","62650","Verzendkosten","3.99","0.00"
"104227","62697","Verzendkosten","3.99","0.00"
"104228","62715","Verzendkosten","3.99","0.00"
"84006","62729","GRATIS","0.00","0.00"
"104229","62732","Verzendkosten","3.99","0.00"
"104230","62738","Verzendkosten","3.99","0.00"
"104231","62741","Verzendkosten","3.99","0.00"
"104232","62783","Verzendkosten","3.99","0.00"
"84141","62790","GRATIS","0.00","0.00"
"84193","62820","GRATIS","0.00","0.00"
"84206","62827","GRATIS","0.00","0.00"
"84212","62830","GRATIS","0.00","0.00"
"84238","62847","GRATIS","0.00","0.00"
"104233","62889","Verzendkosten","3.99","0.00"
"104234","63041","Verzendkosten","3.99","0.00"
"104235","63048","Verzendkosten","3.99","0.00"
"84651","63066","GRATIS","0.00","0.00"
"84656","63068","GRATIS","0.00","0.00"
"84662","63071","GRATIS","0.00","0.00"
"84681","63078","GRATIS","0.00","0.00"
"84728","63101","GRATIS","0.00","0.00"
"84783","63133","GRATIS","0.00","0.00"
"104236","63154","Verzendkosten","3.99","0.00"
"104237","63157","Verzendkosten","3.99","0.00"
"104238","63170","Verzendkosten","3.99","0.00"
"104239","63176","Verzendkosten","3.99","0.00"
"84908","63192","GRATIS","0.00","0.00"
"84912","63194","GRATIS","0.00","0.00"
"84922","63199","GRATIS","0.00","0.00"
"104240","63213","Verzendkosten","3.99","0.00"
"104241","63234","Verzendkosten","3.99","0.00"
"85097","63278","GRATIS","0.00","0.00"
"85181","63318","GRATIS","0.00","0.00"
"104242","63336","Verzendkosten","3.99","0.00"
"104243","63339","Verzendkosten","3.99","0.00"
"85270","63362","GRATIS","0.00","0.00"
"104244","63364","Verzendkosten","3.99","0.00"
"104245","63369","Verzendkosten","3.99","0.00"
"104246","63372","Verzendkosten","3.99","0.00"
"85302","63376","GRATIS","0.00","0.00"
"104247","63383","Verzendkosten","3.99","0.00"
"85326","63388","GRATIS","0.00","0.00"
"104248","63396","Verzendkosten","3.99","0.00"
"85360","63404","GRATIS","0.00","0.00"
"85374","63411","GRATIS","0.00","0.00"
"104249","63423","Verzendkosten","3.99","0.00"
"104250","63443","Verzendkosten","3.99","0.00"
"104251","63455","Verzendkosten","3.99","0.00"
"104252","63491","Verzendkosten","3.99","0.00"
"85570","63510","GRATIS","0.00","0.00"
"85630","63543","GRATIS","0.00","0.00"
"104253","63600","Verzendkosten","3.99","0.00"
"85791","63632","GRATIS","0.00","0.00"
"104254","63685","Verzendkosten","3.99","0.00"
"104255","63701","Verzendkosten","3.99","0.00"
"104256","63711","Verzendkosten","3.99","0.00"
"86018","63734","GRATIS","0.00","0.00"
"104257","63744","Verzendkosten","3.99","0.00"
"104258","63769","Verzendkosten","3.99","0.00"
"104259","63809","Verzendkosten","3.99","0.00"
"104260","63839","Verzendkosten","3.99","0.00"
"86249","63853","GRATIS","0.00","0.00"
"86272","63861","GRATIS","0.00","0.00"
"104261","63876","Verzendkosten","3.99","0.00"
"86310","63878","GRATIS","0.00","0.00"
"104262","63890","Verzendkosten","3.99","0.00"
"104263","63903","Verzendkosten","3.99","0.00"
"104264","63943","Verzendkosten","3.99","0.00"
"104265","63963","Verzendkosten","3.99","0.00"
"104266","63988","Verzendkosten","3.99","0.00"
"86620","64012","GRATIS","0.00","0.00"
"104267","64033","Verzendkosten","3.99","0.00"
"86673","64036","GRATIS","0.00","0.00"
"86683","64040","GRATIS","0.00","0.00"
"104268","64043","Verzendkosten","3.99","0.00"
"104269","64061","Verzendkosten","3.99","0.00"
"104270","64107","Verzendkosten","3.99","0.00"
"104271","64163","Verzendkosten","3.99","0.00"
"104272","64176","Verzendkosten","3.99","0.00"
"104273","64183","Verzendkosten","3.99","0.00"
"104274","64189","Verzendkosten","3.99","0.00"
"87017","64201","GRATIS","0.00","0.00"
"87054","64218","GRATIS","0.00","0.00"
"104275","64241","Verzendkosten","3.99","0.00"
"104276","64266","Verzendkosten","3.99","0.00"
"104277","64288","Verzendkosten","3.99","0.00"
"104278","64295","Verzendkosten","3.99","0.00"
"104279","64300","Verzendkosten","3.99","0.00"
"87269","64327","GRATIS","0.00","0.00"
"87311","64356","GRATIS","0.00","0.00"
"87315","64359","GRATIS","0.00","0.00"
"104280","64365","Verzendkosten","3.99","0.00"
"104281","64368","Verzendkosten","3.99","0.00"
"104282","64415","Verzendkosten","3.99","0.00"
"104283","64435","Verzendkosten","3.99","0.00"
"87411","64440","GRATIS","0.00","0.00"
"104284","64475","Verzendkosten","3.99","0.00"
"104285","64494","Verzendkosten","3.99","0.00"
"104286","64498","Verzendkosten","3.99","0.00"
"104287","64526","Verzendkosten","3.99","0.00"
"87642","64556","GRATIS","0.00","0.00"
"104288","64591","Verzendkosten","3.99","0.00"
"104289","64603","Verzendkosten","3.99","0.00"
"104290","64634","Verzendkosten","3.99","0.00"
"87895","65308","GRATIS","0.00","0.00"
"104291","65310","Verzendkosten","3.99","0.00"
"104292","65312","Verzendkosten","3.99","0.00"
"87960","65338","GRATIS","0.00","0.00"
"104293","65350","Verzendkosten","3.99","0.00"
"87999","65356","GRATIS","0.00","0.00"
"104294","65358","Verzendkosten","3.99","0.00"
"88010","65361","GRATIS","0.00","0.00"
"104295","65371","Verzendkosten","3.99","0.00"
"88058","65381","GRATIS","0.00","0.00"
"88105","65404","GRATIS","0.00","0.00"
"104296","65428","Verzendkosten","3.99","0.00"
"104297","65446","Verzendkosten","3.99","0.00"
"104298","65480","Verzendkosten","3.99","0.00"
"88271","65486","GRATIS","0.00","0.00"
"88313","65508","GRATIS","0.00","0.00"
"88318","65510","GRATIS","0.00","0.00"
"88326","65513","GRATIS","0.00","0.00"
"88360","65529","GRATIS","0.00","0.00"
"104299","65536","Verzendkosten","3.99","0.00"
"88384","65540","GRATIS","0.00","0.00"
"104300","65545","Verzendkosten","3.99","0.00"
"88443","65569","GRATIS","0.00","0.00"
"104301","65573","Verzendkosten","3.99","0.00"
"88455","65575","GRATIS","0.00","0.00"
"104302","65588","Verzendkosten","3.99","0.00"
"104303","65614","Verzendkosten","3.99","0.00"
"88731","65713","GRATIS","0.00","0.00"
"104304","65760","Verzendkosten","3.99","0.00"
"104305","65795","Verzendkosten","3.99","0.00"
"104306","65800","Verzendkosten","3.99","0.00"
"89030","65858","GRATIS","0.00","0.00"
"104307","65863","Verzendkosten","3.99","0.00"
"104308","65867","Verzendkosten","3.99","0.00"
"104309","65894","Verzendkosten","3.99","0.00"
"89133","65907","GRATIS","0.00","0.00"
"104310","65910","Verzendkosten","3.99","0.00"
"89152","65915","GRATIS","0.00","0.00"
"104311","65918","Verzendkosten","3.99","0.00"
"89207","65943","GRATIS","0.00","0.00"
"104312","65972","Verzendkosten","3.99","0.00"
"89304","66043","GRATIS","0.00","0.00"
"89369","66163","GRATIS","0.00","0.00"
"104313","66227","Verzendkosten","3.99","0.00"
"89504","66248","GRATIS","0.00","0.00"
"104314","66329","Verzendkosten","3.99","0.00"
"104315","66391","Verzendkosten","3.99","0.00"
"104316","66495","Verzendkosten","3.99","0.00"
"104317","66528","Verzendkosten","3.99","0.00"
"89890","66670","GRATIS","0.00","0.00"
"104318","66774","Verzendkosten","3.99","0.00"
"104319","66888","Verzendkosten","3.99","0.00"
"90219","66895","GRATIS","0.00","0.00"
"104320","66899","Verzendkosten","3.99","0.00"
"104321","66964","Verzendkosten","3.99","0.00"
"90466","67012","GRATIS","0.00","0.00"
"90474","67015","GRATIS","0.00","0.00"
"104322","67082","Verzendkosten","3.99","0.00"
"104323","67089","Verzendkosten","3.99","0.00"
"104324","67093","Verzendkosten","3.99","0.00"
"104325","67131","Verzendkosten","3.99","0.00"
"90755","67160","GRATIS","0.00","0.00"
"104326","67166","Verzendkosten","3.99","0.00"
"104327","67245","Verzendkosten","3.99","0.00"
"104328","67247","Verzendkosten","3.99","0.00"
"104329","67250","Verzendkosten","3.99","0.00"
"104330","67258","Verzendkosten","3.99","0.00"
"104331","67263","Verzendkosten","3.99","0.00"
"104332","67275","Verzendkosten","3.99","0.00"
"104333","67334","Verzendkosten","3.99","0.00"
"104334","67345","Verzendkosten","3.99","0.00"
"91065","67350","GRATIS","0.00","0.00"
"104335","67378","Verzendkosten","3.99","0.00"
"91134","67381","GRATIS","0.00","0.00"
"104336","67444","Verzendkosten","3.99","0.00"
"104337","67529","Verzendkosten","3.99","0.00"
"91446","67534","GRATIS","0.00","0.00"
"91451","67536","GRATIS","0.00","0.00"
"91467","67544","GRATIS","0.00","0.00"
"104338","67557","Verzendkosten","3.99","0.00"
"104339","67573","Verzendkosten","3.99","0.00"
"104340","67690","Verzendkosten","3.99","0.00"
"104341","67720","Verzendkosten","3.99","0.00"
"91689","67732","GRATIS","0.00","0.00"
"104342","67736","Verzendkosten","3.99","0.00"
"104343","67789","Verzendkosten","3.99","0.00"
"104344","67811","Verzendkosten","3.99","0.00"
"104345","67851","Verzendkosten","3.99","0.00"
"104346","67896","Verzendkosten","3.99","0.00"
"104347","67970","Verzendkosten","3.99","0.00"
"104348","67981","Verzendkosten","3.99","0.00"
"104349","67990","Verzendkosten","3.99","0.00"
"104350","68080","Verzendkosten","3.99","0.00"
"92209","68302","GRATIS","0.00","0.00"
"92213","68304","GRATIS","0.00","0.00"
"104351","68466","Verzendkosten","3.99","0.00"
"92392","68855","GRATIS","0.00","0.00"
"92424","69643","GRATIS","0.00","0.00"
"104352","69649","Verzendkosten","3.99","0.00"
"104353","70431","Verzendkosten","3.99","0.00"
"92502","70443","GRATIS","0.00","0.00"
"104354","70450","Verzendkosten","3.99","0.00"
"104355","70462","Verzendkosten","3.99","0.00"
"104356","70505","Verzendkosten","3.99","0.00"
"104357","70521","Verzendkosten","3.99","0.00"
"104358","70530","Verzendkosten","3.99","0.00"
"104359","70533","Verzendkosten","3.99","0.00"
"104360","70554","Verzendkosten","3.99","0.00"
"104361","70562","Verzendkosten","3.99","0.00"
"104362","70564","Verzendkosten","3.99","0.00"
"104363","70615","Verzendkosten","3.99","0.00"
"104364","70652","Verzendkosten","3.99","0.00"
"104365","70660","Verzendkosten","3.99","0.00"
"104366","70669","Verzendkosten","3.99","0.00"
"104367","70680","Verzendkosten","3.99","0.00"
"104368","70682","Verzendkosten","3.99","0.00"
"104369","71988","Verzendkosten","3.99","0.00"
"104370","71992","Verzendkosten","3.99","0.00"
"93116","71999","GRATIS","0.00","0.00"
"93144","72014","GRATIS","0.00","0.00"
"104371","72016","Verzendkosten","3.99","0.00"
"93185","72037","GRATIS","0.00","0.00"
"93213","72050","GRATIS","0.00","0.00"
"93225","72055","GRATIS","0.00","0.00"
"104372","72088","Verzendkosten","3.99","0.00"
"104373","72100","Verzendkosten","3.99","0.00"
"93343","72112","GRATIS","0.00","0.00"
"104374","72114","Verzendkosten","3.99","0.00"
"104375","72124","Verzendkosten","3.99","0.00"
"104376","72142","Verzendkosten","3.99","0.00"
"104377","72144","Verzendkosten","3.99","0.00"
"104378","72147","Verzendkosten","3.99","0.00"
"104379","72159","Verzendkosten","3.99","0.00"
"104380","72184","Verzendkosten","3.99","0.00"
"93513","72192","GRATIS","0.00","0.00"
"104381","72195","Verzendkosten","3.99","0.00"
"104382","72201","Verzendkosten","3.99","0.00"
"104383","72210","Verzendkosten","3.99","0.00"
"104384","72214","Verzendkosten","3.99","0.00"
"104385","72238","Verzendkosten","3.99","0.00"
"93615","72242","GRATIS","0.00","0.00"
"104386","72249","Verzendkosten","3.99","0.00"
"104387","72342","Verzendkosten","3.99","0.00"
"104388","72344","Verzendkosten","3.99","0.00"
"104389","72371","Verzendkosten","3.99","0.00"
"104390","72375","Verzendkosten","3.99","0.00"
"104391","72383","Verzendkosten","3.99","0.00"
"93996","72427","GRATIS","0.00","0.00"
"104392","72443","Verzendkosten","3.99","0.00"
"104393","72445","Verzendkosten","3.99","0.00"
"94061","72457","GRATIS","0.00","0.00"
"104394","72463","Verzendkosten","3.99","0.00"
"94092","72472","GRATIS","0.00","0.00"
"94116","72483","GRATIS","0.00","0.00"
"104395","72488","Verzendkosten","3.99","0.00"
"104396","72496","Verzendkosten","3.99","0.00"
"104397","72517","Verzendkosten","3.99","0.00"
"104398","72520","Verzendkosten","3.99","0.00"
"104399","72548","Verzendkosten","3.99","0.00"
"104400","72553","Verzendkosten","3.99","0.00"
"104401","72560","Verzendkosten","3.99","0.00"
"104402","72573","Verzendkosten","3.99","0.00"
"104403","72589","Verzendkosten","3.99","0.00"
"94341","72591","GRATIS","0.00","0.00"
"104404","72593","Verzendkosten","3.99","0.00"
"104405","72600","Verzendkosten","3.99","0.00"
"104406","72602","Verzendkosten","3.99","0.00"
"104407","72607","Verzendkosten","3.99","0.00"
"94409","72626","GRATIS","0.00","0.00"
"94428","72637","GRATIS","0.00","0.00"
"104408","72671","Verzendkosten","3.99","0.00"
"104409","72679","Verzendkosten","3.99","0.00"
"104410","72704","Verzendkosten","3.99","0.00"
"104411","72712","Verzendkosten","3.99","0.00"
"104412","72719","Verzendkosten","3.99","0.00"
"104413","72722","Verzendkosten","3.99","0.00"
"104414","72759","Verzendkosten","3.99","0.00"
"104415","72774","Verzendkosten","3.99","0.00"
"104416","72782","Verzendkosten","3.99","0.00"
"104417","72784","Verzendkosten","3.99","0.00"
"104418","72813","Verzendkosten","3.99","0.00"
"104419","72819","Verzendkosten","3.99","0.00"
"104420","72821","Verzendkosten","3.99","0.00"
"104421","72824","Verzendkosten","3.99","0.00"
"104422","72848","Verzendkosten","3.99","0.00"
"104423","72898","Verzendkosten","3.99","0.00"
"104424","72910","Verzendkosten","3.99","0.00"
"104425","72918","Verzendkosten","3.99","0.00"
"104426","72935","Verzendkosten","3.99","0.00"
"95110","72963","GRATIS","0.00","0.00"
"104427","72999","Verzendkosten","3.99","0.00"
"104428","73003","Verzendkosten","3.99","0.00"
"104429","73009","Verzendkosten","3.99","0.00"
"104430","73022","Verzendkosten","3.99","0.00"
"104431","73051","Verzendkosten","3.99","0.00"
"104432","73071","Verzendkosten","3.99","0.00"
"104433","73095","Verzendkosten","3.99","0.00"
"104434","73107","Verzendkosten","3.99","0.00"
