"SubscriptionShippingID","SubscriptionID","ShippingMethodName","ShippingCost","ShippingTax"
"12744","23448","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12770","23460","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12789","23470","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12803","23477","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12809","23480","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"12847","23499","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12867","23508","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12898","23523","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12908","23528","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103429","23535","Verzendkosten","3.99","0.00"
"12948","23546","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12953","23548","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103430","23553","Verzendkosten","3.99","0.00"
"12999","23584","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13017","23592","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13021","23594","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103431","23596","Verzendkosten","3.99","0.00"
"13032","23599","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103432","23623","Verzendkosten","3.99","0.00"
"13079","23626","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"13087","23630","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103433","23633","Verzendkosten","3.99","0.00"
"13122","23648","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"13126","23650","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13130","23652","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13138","23656","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13166","23670","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103434","23679","Verzendkosten","3.99","0.00"
"103435","23693","Verzendkosten","3.99","0.00"
"13232","23699","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13248","23707","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13258","23711","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103436","23722","Verzendkosten","3.99","0.00"
"13296","23729","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13302","23732","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13351","23755","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13369","23761","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13373","23763","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"13386","23769","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103437","23779","Verzendkosten","3.99","0.00"
"103438","23783","Verzendkosten","3.99","0.00"
"103439","23785","Verzendkosten","3.99","0.00"
"103440","23787","Verzendkosten","3.99","0.00"
"103441","23797","Verzendkosten","3.99","0.00"
"103442","23809","Verzendkosten","3.99","0.00"
"13486","23817","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103443","23830","Verzendkosten","3.99","0.00"
"13529","23837","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103444","23843","Verzendkosten","3.99","0.00"
"103445","23851","Verzendkosten","3.99","0.00"
"103446","23854","Verzendkosten","3.99","0.00"
"103447","23858","Verzendkosten","3.99","0.00"
"13592","23880","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13596","23882","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13608","23887","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"13644","23905","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13652","23909","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13672","23921","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13686","23949","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103448","23961","Verzendkosten","3.99","0.00"
"13743","23981","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13769","24001","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13817","24028","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103449","24033","Verzendkosten","3.99","0.00"
"13838","24037","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13844","24039","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103450","24042","Verzendkosten","3.99","0.00"
"13859","24045","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103451","24059","Verzendkosten","3.99","0.00"
"13895","24064","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103452","24068","Verzendkosten","3.99","0.00"
"103453","24079","Verzendkosten","3.99","0.00"
"13929","24081","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13945","24089","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13951","24092","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"13955","24094","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"13966","24099","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103454","24115","Verzendkosten","3.99","0.00"
"14021","24127","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103455","24146","Verzendkosten","3.99","0.00"
"103456","24148","Verzendkosten","3.99","0.00"
"14079","24155","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14103","24167","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14124","24177","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14150","24189","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14167","24196","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103457","24202","Verzendkosten","3.99","0.00"
"103458","24208","Verzendkosten","3.99","0.00"
"103459","24214","Verzendkosten","3.99","0.00"
"103460","24217","Verzendkosten","3.99","0.00"
"103461","24223","Verzendkosten","3.99","0.00"
"103462","24226","Verzendkosten","3.99","0.00"
"14240","24231","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14251","24237","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103463","24240","Verzendkosten","3.99","0.00"
"14263","24243","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14286","24254","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14398","24327","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103464","24402","Verzendkosten","3.99","0.00"
"14445","24410","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14474","24424","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103465","24438","Verzendkosten","3.99","0.00"
"103466","24440","Verzendkosten","3.99","0.00"
"103467","24459","Verzendkosten","3.99","0.00"
"103468","24461","Verzendkosten","3.99","0.00"
"103469","24570","Verzendkosten","3.99","0.00"
"14644","24583","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103470","24754","Verzendkosten","3.99","0.00"
"14795","24758","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14801","24761","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"14807","24766","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"14819","24787","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103471","24806","Verzendkosten","3.99","0.00"
"14849","24834","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14874","24844","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14906","24858","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"14920","24873","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"14926","24892","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15005","24922","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"15055","24977","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103472","24981","Verzendkosten","3.99","0.00"
"15081","24990","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15126","25060","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15153","25073","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"15165","25081","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15176","25096","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103473","25116","Verzendkosten","3.99","0.00"
"15249","25130","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15338","25169","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103474","25174","Verzendkosten","3.99","0.00"
"15387","25192","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103475","25207","Verzendkosten","3.99","0.00"
"103476","25218","Verzendkosten","3.99","0.00"
"103477","25228","Verzendkosten","3.99","0.00"
"103478","25233","Verzendkosten","3.99","0.00"
"15530","25253","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15556","25268","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15597","25320","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103479","25326","Verzendkosten","3.99","0.00"
"15618","25330","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103480","25346","Verzendkosten","3.99","0.00"
"103481","25348","Verzendkosten","3.99","0.00"
"15737","25403","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15741","25405","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103482","25430","Verzendkosten","3.99","0.00"
"103483","25457","Verzendkosten","3.99","0.00"
"103484","25487","Verzendkosten","3.99","0.00"
"15936","25505","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"15978","25525","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103485","25527","Verzendkosten","3.99","0.00"
"15999","25533","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"16101","25581","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103486","25585","Verzendkosten","3.99","0.00"
"16182","25638","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103487","25657","Verzendkosten","3.99","0.00"
"103488","25752","Verzendkosten","3.99","0.00"
"16314","25765","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103489","25770","Verzendkosten","3.99","0.00"
"103490","25785","Verzendkosten","3.99","0.00"
"103491","25788","Verzendkosten","3.99","0.00"
"16398","25806","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16424","25820","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"16430","25823","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16451","25834","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16455","25836","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103492","25839","Verzendkosten","3.99","0.00"
"16465","25841","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16469","25843","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103493","25863","Verzendkosten","3.99","0.00"
"16525","25876","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103494","25880","Verzendkosten","3.99","0.00"
"16638","25946","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16667","25960","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16673","25963","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103495","25972","Verzendkosten","3.99","0.00"
"16699","25976","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103496","26021","Verzendkosten","3.99","0.00"
"16790","26036","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16794","26038","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16812","26046","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16816","26048","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103497","26060","Verzendkosten","3.99","0.00"
"16844","26063","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"16874","26074","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"16891","26084","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16916","26095","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"16943","26108","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"16979","26125","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"17005","26137","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"17011","26140","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17018","26143","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"17062","26164","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"17090","26177","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103498","26194","Verzendkosten","3.99","0.00"
"17129","26197","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17133","26199","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103499","26242","Verzendkosten","3.99","0.00"
"17229","26262","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103500","26279","Verzendkosten","3.99","0.00"
"17270","26281","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17291","26291","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103501","26314","Verzendkosten","3.99","0.00"
"17388","26351","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103502","26395","Verzendkosten","3.99","0.00"
"17444","26414","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103503","26432","Verzendkosten","3.99","0.00"
"17535","26484","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103504","26514","Verzendkosten","3.99","0.00"
"103505","26518","Verzendkosten","3.99","0.00"
"17613","26525","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17641","26537","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17676","26553","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103506","26566","Verzendkosten","3.99","0.00"
"103507","26593","Verzendkosten","3.99","0.00"
"17704","26597","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"17727","26614","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103508","26616","Verzendkosten","3.99","0.00"
"17740","26620","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103509","26641","Verzendkosten","3.99","0.00"
"103510","26682","Verzendkosten","3.99","0.00"
"17856","26701","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103511","26769","Verzendkosten","3.99","0.00"
"103512","26780","Verzendkosten","3.99","0.00"
"103513","26786","Verzendkosten","3.99","0.00"
"18006","26797","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"18016","26801","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18032","26809","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"18036","26811","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18105","26844","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18111","26847","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18139","26861","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103514","26868","Verzendkosten","3.99","0.00"
"103515","26876","Verzendkosten","3.99","0.00"
"18203","26891","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103516","26899","Verzendkosten","3.99","0.00"
"18226","26903","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103517","26906","Verzendkosten","3.99","0.00"
"18252","26916","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18383","26988","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18430","27012","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18471","27032","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103518","27047","Verzendkosten","3.99","0.00"
"103519","27070","Verzendkosten","3.99","0.00"
"18621","27104","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18633","27109","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"18684","27134","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103521","27178","Verzendkosten","3.99","0.00"
"18808","27187","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103522","27190","Verzendkosten","3.99","0.00"
"103523","27219","Verzendkosten","3.99","0.00"
"18931","27235","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103524","27244","Verzendkosten","3.99","0.00"
"19031","27274","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103525","27296","Verzendkosten","3.99","0.00"
"103526","27298","Verzendkosten","3.99","0.00"
"103527","27388","Verzendkosten","3.99","0.00"
"19336","27449","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"19398","27468","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"19444","27483","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"19547","27513","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"19924","27628","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20292","27764","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20396","27812","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20404","27816","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20535","27878","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"20549","27885","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20556","27888","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20570","27894","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20602","27911","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20608","27914","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"20616","27918","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103528","27933","Verzendkosten","3.99","0.00"
"103529","28022","Verzendkosten","3.99","0.00"
"103530","28072","Verzendkosten","3.99","0.00"
"103531","28075","Verzendkosten","3.99","0.00"
"20958","28084","GRATIS","0.00","0.00"
"103532","28129","Verzendkosten","3.99","0.00"
"21066","28136","GRATIS","0.00","0.00"
"21113","28159","GRATIS","0.00","0.00"
"103533","28166","Verzendkosten","3.99","0.00"
"103534","28169","Verzendkosten","3.99","0.00"
"21216","28209","GRATIS","0.00","0.00"
"21234","28218","GRATIS","0.00","0.00"
"103535","28233","Verzendkosten","3.99","0.00"
"21273","28235","GRATIS","0.00","0.00"
"21300","28249","GRATIS","0.00","0.00"
"21356","28274","GRATIS","0.00","0.00"
"103536","28324","Verzendkosten","3.99","0.00"
"21478","28328","GRATIS","0.00","0.00"
"21506","28342","GRATIS","0.00","0.00"
"103537","28347","Verzendkosten","3.99","0.00"
"103538","28357","Verzendkosten","3.99","0.00"
"21544","28361","GRATIS","0.00","0.00"
"21564","28373","GRATIS","0.00","0.00"
"21618","28400","GRATIS","0.00","0.00"
"21637","28410","GRATIS","0.00","0.00"
"103539","28425","Verzendkosten","3.99","0.00"
"103540","28428","Verzendkosten","3.99","0.00"
"21690","28432","GRATIS","0.00","0.00"
"21694","28434","GRATIS","0.00","0.00"
"21723","28448","GRATIS","0.00","0.00"
"21755","28464","GRATIS","0.00","0.00"
"103542","28475","Verzendkosten","3.99","0.00"
"103543","28483","Verzendkosten","3.99","0.00"
"21801","28486","GRATIS","0.00","0.00"
"21811","28491","GRATIS","0.00","0.00"
"21925","28546","GRATIS","0.00","0.00"
"103544","28552","Verzendkosten","3.99","0.00"
"103545","28564","Verzendkosten","3.99","0.00"
"21988","28575","GRATIS","0.00","0.00"
"22037","28592","GRATIS","0.00","0.00"
"103546","28608","Verzendkosten","3.99","0.00"
"22096","28620","GRATIS","0.00","0.00"
"22173","28673","GRATIS","0.00","0.00"
"103547","28753","Verzendkosten","3.99","0.00"
"103548","28759","Verzendkosten","3.99","0.00"
"22275","28805","GRATIS","0.00","0.00"
"103549","28809","Verzendkosten","3.99","0.00"
"22385","28858","GRATIS","0.00","0.00"
"22469","28948","GRATIS","0.00","0.00"
"22477","28968","GRATIS","0.00","0.00"
"103550","28970","Verzendkosten","3.99","0.00"
"22572","29117","GRATIS","0.00","0.00"
"22599","29179","GRATIS","0.00","0.00"
"22603","29181","GRATIS","0.00","0.00"
"103551","29194","Verzendkosten","3.99","0.00"
"22637","29196","GRATIS","0.00","0.00"
"22643","29199","GRATIS","0.00","0.00"
"22649","29202","GRATIS","0.00","0.00"
"103552","29224","Verzendkosten","3.99","0.00"
"103553","29231","Verzendkosten","3.99","0.00"
"22738","29240","GRATIS","0.00","0.00"
"22752","29247","GRATIS","0.00","0.00"
"22800","29266","GRATIS","0.00","0.00"
"22863","29296","GRATIS","0.00","0.00"
"103554","29307","Verzendkosten","3.99","0.00"
